ref_sample,ref_time,dp_group,top1_group,top1_clip,top1_source_time,top1_score,top2_group,top2_clip,top2_source_time,top2_score,top3_group,top3_clip,top3_source_time,top3_score,top4_group,top4_clip,top4_source_time,top4_score,top5_group,top5_clip,top5_source_time,top5_score,score_YOSHINO,score_SAKURI,score_TSUKUYOMI,score_MOMIJI,score_SETSUKA,score_MAGIC
327,81.7648696899414,TSUKUYOMI,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,1.25,0.9694681763648987,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,1.5,0.9271975159645081,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,1.0,0.8177255392074585,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,0.75,0.7564280033111572,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,1.75,0.7514438033103943,0.28070107102394104,0.3163386881351471,0.9694681763648987,0.3760905861854553,0.31753119826316833,0.3871545195579529
328,82.0149154663086,TSUKUYOMI,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,1.5,0.9862763285636902,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,1.75,0.9281373023986816,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,1.25,0.8093757033348083,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,2.0,0.7382979989051819,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,1.0,0.7352429628372192,0.3200688064098358,0.32265523076057434,0.9862763285636902,0.37927207350730896,0.35217806696891785,0.4000593423843384
329,82.26495361328125,TSUKUYOMI,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,1.75,0.9729564785957336,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,2.0,0.9253794550895691,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,1.5,0.8055829405784607,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,2.25,0.7043318748474121,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,1.25,0.6746402978897095,0.323005348443985,0.3079546093940735,0.9729564785957336,0.30903542041778564,0.34570470452308655,0.3683041036128998
330,82.51499938964844,TSUKUYOMI,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,2.0,0.9709905982017517,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,2.25,0.9395739436149597,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,2.5,0.7830171585083008,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,1.75,0.7722206115722656,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,1.5,0.6547508835792542,0.3488162159919739,0.32809925079345703,0.9709905982017517,0.30880680680274963,0.2986817955970764,0.3242254853248596
331,82.76504516601562,TSUKUYOMI,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,2.25,0.985741376876831,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,2.5,0.9556345343589783,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,2.75,0.8196027278900146,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,2.0,0.81025230884552,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,3.0,0.7222231030464172,0.32393118739128113,0.33666354417800903,0.985741376876831,0.27403584122657776,0.26472538709640503,0.2761791944503784
332,83.01509094238281,TSUKUYOMI,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,2.5,0.9820110201835632,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,2.75,0.969488799571991,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,3.0,0.8908368349075317,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,2.25,0.8622333407402039,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,3.25,0.7913990616798401,0.3125663697719574,0.3279968202114105,0.9820110201835632,0.2545125186443329,0.2911107540130615,0.2361154854297638
333,83.26513671875,TSUKUYOMI,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,2.75,0.9929871559143066,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,3.0,0.9770697355270386,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,3.25,0.9039144515991211,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,2.5,0.900244414806366,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,3.5,0.8466662168502808,0.3067673444747925,0.31716665625572205,0.9929871559143066,0.2489059865474701,0.3088839054107666,0.22375819087028503
334,83.51518249511719,TSUKUYOMI,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,3.0,0.9888696670532227,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,3.25,0.9842897653579712,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,3.5,0.9543108940124512,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,2.75,0.9290444254875183,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,3.75,0.9131858348846436,0.3032575845718384,0.3054691255092621,0.9888696670532227,0.2569340169429779,0.30937710404396057,0.21763436496257782
335,83.76522827148438,TSUKUYOMI,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,3.25,0.9946140050888062,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,3.5,0.9874591827392578,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,3.75,0.9637930393218994,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,3.0,0.9520261883735657,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,0.0,0.9428802728652954,0.2971813380718231,0.30157190561294556,0.9946140050888062,0.24925950169563293,0.302602082490921,0.21321804821491241
336,84.01527404785156,TSUKUYOMI,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,3.5,0.995915412902832,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,3.75,0.9944266080856323,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,0.0,0.9822969436645508,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,4.0,0.9805338978767395,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,3.25,0.9752188920974731,0.2827717363834381,0.28982672095298767,0.995915412902832,0.2482072412967682,0.3066140413284302,0.23265638947486877
337,84.26531982421875,TSUKUYOMI,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,3.75,0.9971871376037598,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,0.0,0.9938156604766846,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,4.0,0.9919866919517517,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,3.5,0.9818663597106934,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,3.25,0.9480414390563965,0.2802673280239105,0.27654576301574707,0.9971871376037598,0.2480144202709198,0.29357779026031494,0.2370942384004593
338,84.51536560058594,TSUKUYOMI,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,0.0,0.9962188005447388,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,4.0,0.9960492849349976,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,3.75,0.987246572971344,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,3.5,0.9638206958770752,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,0.25,0.9334833025932312,0.2766258418560028,0.27046340703964233,0.9962188005447388,0.24120141565799713,0.2907083332538605,0.24460092186927795
339,84.76541137695312,TSUKUYOMI,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,0.25,0.9892789721488953,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,4.0,0.8952329158782959,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,0.0,0.8940812349319458,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,3.75,0.8760174512863159,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,3.5,0.8441151976585388,0.241766095161438,0.22755683958530426,0.9892789721488953,0.22708065807819366,0.25069811940193176,0.2489984929561615
340,85.01545715332031,TSUKUYOMI,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,0.5,0.980291485786438,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,0.75,0.8024787902832031,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,0.25,0.7014022469520569,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,4.0,0.6195203065872192,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,0.0,0.6181925535202026,0.13343103229999542,0.2412933111190796,0.980291485786438,0.2531662583351135,0.294403612613678,0.23170679807662964
341,85.2655029296875,TSUKUYOMI,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,0.75,0.9667626619338989,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,1.0,0.8571237325668335,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,0.5,0.7026890516281128,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,1.25,0.5946617722511292,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,0.25,0.5313340425491333,0.11062634736299515,0.20369577407836914,0.9667626619338989,0.2792503237724304,0.23903228342533112,0.21621450781822205
342,85.51554870605469,TSUKUYOMI,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,1.0,0.9892512559890747,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,1.25,0.7945631742477417,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,0.75,0.736464262008667,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,1.5,0.5385572910308838,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,0.5,0.5311004519462585,0.11416691541671753,0.22875119745731354,0.9892512559890747,0.26087379455566406,0.2587810754776001,0.23872922360897064
343,85.76559448242188,TSUKUYOMI,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,1.25,0.9889272451400757,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,1.5,0.8774194717407227,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,1.0,0.7122398614883423,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,1.75,0.6657902002334595,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,0.75,0.5287260413169861,0.1266024261713028,0.2246655523777008,0.9889272451400757,0.17459122836589813,0.27391162514686584,0.3124152719974518
344,86.01564025878906,TSUKUYOMI,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,1.5,0.9936161041259766,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,1.75,0.8198838829994202,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,1.25,0.8050840497016907,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,2.0,0.5429075956344604,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,1.0,0.49821174144744873,0.10590356588363647,0.1833515614271164,0.9936161041259766,0.17161986231803894,0.25055992603302,0.35322850942611694
345,86.26568603515625,TSUKUYOMI,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,1.75,0.9877264499664307,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,1.5,0.7527307271957397,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,2.0,0.735223114490509,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,1.25,0.6193482875823975,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,2.25,0.5477336645126343,0.15684106945991516,0.2639883756637573,0.9877264499664307,0.26495781540870667,0.23005759716033936,0.40271979570388794
346,86.51573181152344,TSUKUYOMI,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,2.0,0.9602929353713989,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,2.25,0.81472247838974,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,1.75,0.6149548292160034,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,1.25,0.48698586225509644,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,1.5,0.48486432433128357,0.1373612880706787,0.3121795058250427,0.9602929353713989,0.24773064255714417,0.21364131569862366,0.3646121025085449
347,86.76577758789062,TSUKUYOMI,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,2.25,0.9907836318016052,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,2.0,0.6917633414268494,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,1.75,0.49805933237075806,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,1.25,0.45613881945610046,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,1.0,0.39272141456604004,0.1605406552553177,0.32435062527656555,0.9907836318016052,0.2793327867984772,0.2445075809955597,0.3804016411304474
348,87.01582336425781,TSUKUYOMI,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,2.5,0.990458607673645,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,2.75,0.8996084332466125,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,3.0,0.6961291432380676,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,3.25,0.5190410614013672,MAGIC,One continuous five-second invitation gesture from the suppl (1).mp4,4.0,0.4877922534942627,0.31829506158828735,0.29383906722068787,0.990458607673645,0.3699173927307129,0.43604934215545654,0.4877922534942627
349,87.265869140625,TSUKUYOMI,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,2.75,0.987747311592102,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,2.5,0.8458784818649292,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,3.0,0.8405849933624268,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,3.25,0.649899423122406,TSUKUYOMI,Single continuous cinematic shot from the supplied start fra.mp4,1.25,0.5522553324699402,0.32830166816711426,0.28730309009552,0.987747311592102,0.3555314540863037,0.4337323307991028,0.498661071062088
350,87.51591491699219,TSUKUYOMI,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,3.0,0.9903464317321777,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,3.25,0.8804239630699158,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,2.75,0.7883458733558655,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,3.5,0.751609206199646,TSUKUYOMI,Single continuous cinematic shot from the supplied start fra.mp4,1.0,0.6926543712615967,0.32692751288414,0.285167396068573,0.9903464317321777,0.34161439538002014,0.38392385840415955,0.5255962014198303
351,87.76596069335938,TSUKUYOMI,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,3.25,0.9839154481887817,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,3.5,0.9484323263168335,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,3.75,0.8698922395706177,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,4.0,0.8267952799797058,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,3.0,0.8070913553237915,0.33004307746887207,0.3215504288673401,0.9839154481887817,0.34046223759651184,0.42429715394973755,0.4494347870349884
352,88.01600646972656,TSUKUYOMI,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,3.5,0.9972776770591736,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,3.75,0.9649263620376587,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,4.0,0.9171990156173706,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,3.25,0.8981867432594299,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,4.25,0.8849539756774902,0.3370576500892639,0.3237689435482025,0.9972776770591736,0.33911314606666565,0.37986359000205994,0.39514097571372986
353,88.26604461669922,TSUKUYOMI,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,3.75,0.9961596131324768,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,4.0,0.980097770690918,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,4.25,0.9462066888809204,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,3.5,0.943919837474823,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,4.5,0.9343188405036926,0.3292492628097534,0.31872695684432983,0.9961596131324768,0.3280903995037079,0.3594326972961426,0.3685753643512726
354,88.5160903930664,TSUKUYOMI,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,4.0,0.995612382888794,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,4.25,0.9831862449645996,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,3.75,0.9685553312301636,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,4.5,0.9685431122779846,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,4.75,0.9580273628234863,0.316794216632843,0.3178909122943878,0.995612382888794,0.3144615590572357,0.3503662049770355,0.3481064438819885
355,88.7661361694336,TSUKUYOMI,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,4.25,0.995930552482605,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,4.5,0.9916318655014038,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,4.75,0.9806480407714844,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,4.0,0.9762898683547974,TSUKUYOMI,Single continuous cinematic shot from the supplied start fra.mp4,0.25,0.9754928350448608,0.30498144030570984,0.3155682384967804,0.995930552482605,0.3105403184890747,0.34454306960105896,0.3473043441772461
356,89.01618194580078,TSUKUYOMI,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,4.5,0.9951216578483582,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,4.75,0.9931851029396057,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,5.0,0.9895170331001282,TSUKUYOMI,Single continuous cinematic shot from the supplied start fra.mp4,0.0,0.9889293909072876,TSUKUYOMI,Single continuous cinematic shot from the supplied start fra.mp4,0.25,0.9887511730194092,0.2938467860221863,0.31276240944862366,0.9951216578483582,0.303006112575531,0.3398602604866028,0.34652918577194214
357,89.26622772216797,TSUKUYOMI,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,4.75,0.9967237114906311,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,5.0,0.9961612224578857,TSUKUYOMI,Single continuous cinematic shot from the supplied start fra.mp4,0.0,0.9958349466323853,TSUKUYOMI,Single continuous cinematic shot from the supplied start fra.mp4,0.25,0.9941874742507935,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,4.5,0.9911872744560242,0.28793397545814514,0.31572872400283813,0.9967237114906311,0.29942750930786133,0.3403276801109314,0.35115891695022583
358,89.51627349853516,TSUKUYOMI,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,5.0,0.9987133741378784,TSUKUYOMI,Single continuous cinematic shot from the supplied start fra.mp4,0.0,0.9985999464988708,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,4.75,0.9970329403877258,TSUKUYOMI,Single continuous cinematic shot from the supplied start fra.mp4,0.25,0.995651364326477,TSUKUYOMI,Single continuous cinematic shot_ continuing from the suppli.mp4,4.5,0.9883639812469482,0.28728699684143066,0.31611368060112,0.9987133741378784,0.2958259582519531,0.34167298674583435,0.35631388425827026
